"codigo";"municipio";"escola";"modelo";"turmas";"sexo";"idade";"temp.residencia";"area";"bairro";"nome.escola";"frequencia";"fez.aula";"flona";"nota";"aula";"exoticas";"nativas";"origem_exoticas";"origem_nativas";"indice_exoticas";"indice_nativas";"exotica_aves";"exotica_invertebrado";"exotica_mamifero";"exotica_peixe";"exotica_reptil";"nativa_aves";"nativa_invertebrado";"nativa_mamifero";"nativa_peixe";"nativa_reptil"
344;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"17";"17";"Urbana";"sao jorge";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, fazenda";"Não se aplica";4;"Sim";4;2;5;1;4;0;1;1;1;1;0;1;0;1;0;0
345;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"18";"18";"Urbana";"dona clotildes";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";5;"Não";3;1;3;4;3;1;1;1;0;1;0;1;0;0;0;0
346;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"18";"10";"Urbana";"sussuapara";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";0,6;"Sim";4;2;0;5;0;2;1;1;1;1;0;1;0;0;1;0
347;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"";"";"Rural";"flamboyant";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, parque ou trilha";"Não se aplica";5;"Sim";4;1;3;4;2;1;1;1;1;1;0;1;0;0;0;0
348;"Bela Vista de Goiás";"Pública";2;17;"Feminino";"16";"9";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, parque ou trilha";"Não se aplica";6,2;"Sim";4;1;5;5;4;1;1;1;1;1;0;1;0;0;0;0
349;"Bela Vista de Goiás";"Pública";2;17;"Feminino";"";"0,3";"Rural";"";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";8;"Não";3;2;4;3;3;1;0;1;1;1;0;1;0;1;0;0
350;"Bela Vista de Goiás";"Pública";2;17;"Feminino";"16";"16";"Urbana";"buritis";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";8;"Sim";2;2;3;3;2;1;0;0;1;1;0;1;0;1;0;0
351;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"18";"18";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3,5;"Não";4;1;0;5;0;1;1;1;1;1;0;1;0;0;0;0
352;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"17";"17";"Urbana";"sao jorge";"Colégio Pedro Viera Januário";"Sempre";"Sim, zoologico";"Não se aplica";4;"Sim";2;3;4;4;2;2;1;0;1;0;0;1;1;0;1;0
353;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"17";"11";"Urbana";"perola do sul";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";2,6;"Não";2;2;3;4;1;1;1;0;1;0;0;1;1;0;0;0
354;"Bela Vista de Goiás";"Pública";2;17;"Feminino";"16";"9";"Urbana";"bela vista";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";3;"Não";4;1;4;4;3;1;1;1;1;1;0;1;0;0;0;0
355;"Bela Vista de Goiás";"Pública";2;17;"Feminino";"17";"7";"Urbana";"oeste";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3;"Não";3;1;2;4;1;1;1;0;1;1;0;1;0;0;0;0
356;"Bela Vista de Goiás";"Pública";2;17;"Feminino";"17";"2";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";4,1;"Não";4;2;2;4;2;2;1;1;1;1;0;1;0;0;1;0
357;"Bela Vista de Goiás";"Pública";3;17;"Feminino";"17";"17";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";4,5;"Não";2;2;1;5;1;2;0;0;1;0;1;1;0;0;0;1
358;"Bela Vista de Goiás";"Pública";3;17;"Feminino";"16";"4";"Urbana";"maria nadir";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";3,7;"Não";3;1;1;5;1;1;1;0;0;1;1;0;0;0;0;1
359;"Bela Vista de Goiás";"Pública";3;17;"Masculino";"16";"";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";5;"Não";4;2;2;5;2;2;1;0;1;1;1;1;0;0;0;1
360;"Bela Vista de Goiás";"Pública";3;17;"Masculino";"";"";"Urbana";"perola do sul";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";2;"Sim";3;1;3;2;2;1;1;0;0;1;1;0;0;0;0;1
361;"Bela Vista de Goiás";"Pública";3;17;"Masculino";"16";"";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";5,1;"Não";2;2;1;5;1;2;0;0;0;1;1;1;0;0;0;1
362;"Bela Vista de Goiás";"Pública";3;17;"Feminino";"17";"17";"Urbana";"centro";"Colégio Pedro Viera Januário";"Raramente";"Sim, memorial do cerrado";"Não se aplica";6;"Sim";0;3;1;3;0;3;0;0;0;0;0;0;0;1;1;1
363;"Bela Vista de Goiás";"Pública";3;17;"Feminino";"17";"17";"Urbana";"maria nadir";"Colégio Pedro Viera Januário";"Raramente";"Sim, memorial do cerrado";"Não se aplica";6;"Sim";4;2;2;4;2;2;1;0;1;1;1;1;0;0;0;1
364;"Bela Vista de Goiás";"Pública";3;17;"Feminino";"";"6";"Urbana";"perola do sul";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";6;"Sim";2;3;2;5;1;3;0;0;1;0;1;1;0;0;1;1
365;"Bela Vista de Goiás";"Pública";3;17;"Feminino";"17";"4";"Urbana";"roselandia";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";5,1;"Sim";4;2;3;4;3;1;1;0;1;1;1;1;0;0;0;1
366;"Bela Vista de Goiás";"Pública";3;17;"Masculino";"18";"";"Urbana";"perola do sul";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";5,5;"Não";2;2;1;3;1;1;0;0;0;1;1;1;0;0;0;1
367;"Bela Vista de Goiás";"Pública";3;17;"Masculino";"17";"16";"Urbana";"vitoria";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";5;"Não";4;1;2;5;2;1;0;1;1;1;1;1;0;0;0;0
368;"Bela Vista de Goiás";"Pública";3;17;"Masculino";"18";"";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";1;"Não";2;3;4;3;1;3;0;0;0;1;1;1;0;0;1;1
369;"Bela Vista de Goiás";"Pública";4;17;"Masculino";"17";"";"Rural";"sao vicente";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";4,5;"Não";5;2;2;4;2;2;1;1;1;1;1;0;0;1;1;0
370;"Bela Vista de Goiás";"Pública";4;17;"Masculino";"17";"14";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3;"Não";5;3;2;4;2;2;1;1;1;1;1;0;0;1;1;1
371;"Bela Vista de Goiás";"Pública";4;17;"Feminino";"17";"17";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";4;"Não";4;3;4;4;4;2;0;1;1;1;1;1;1;0;1;0
372;"Bela Vista de Goiás";"Pública";4;17;"Masculino";"18";"1";"Urbana";"maria nadir";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3,5;"Não";5;3;4;5;4;3;1;1;1;1;1;0;0;1;1;1
373;"Bela Vista de Goiás";"Pública";4;17;"Masculino";"16";"";"Rural";"sussuapara";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";7;"Sim";4;1;2;3;2;0;1;0;1;1;1;0;1;0;0;0
374;"Bela Vista de Goiás";"Pública";4;17;"Masculino";"18";"7";"Urbana";"sao jorge";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";6,5;"Não";5;3;4;4;4;3;1;1;1;1;1;0;1;0;1;1
375;"Bela Vista de Goiás";"Pública";4;17;"Feminino";"17";"5";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";2,1;"Sim";5;4;2;3;2;3;1;1;1;1;1;0;1;1;1;1
